code,name,description,category,item_type,track_individual,stock_total,stock_available,status,location
EQ-0212,GENERADOR DE SEÑALES SMB100A SERIE:110757-Ky MODELO:SMB100A MARCA:ROHDE&SCHWARZ,GENERADOR DE SEÑALES SMB100A SERIE:110757-Ky MODELO:SMB100A MARCA:ROHDE&SCHWARZ,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0213,UNIDAD BASE GENERADORA DE SEÑALES SMC100A SERIE:105969 MODELO:SMC100A MARCA:ROHDE&SCHWARZ,UNIDAD BASE GENERADORA DE SEÑALES SMC100A SERIE:105969 MODELO:SMC100A MARCA:ROHDE&SCHWARZ,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0214,TRANSFORMADOR DE PRUEBA PARA TENSIONES MODELO TEO 100/10 NO.88/49598 Y 88/49599,TRANSFORMADOR DE PRUEBA PARA TENSIONES MODELO TEO 100/10 NO.88/49598 Y 88/49599,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0215,TRANSFORMADOR DE PRUEBA PARA TENSIONES MODELO TEO 100/10 NO.88/49600,TRANSFORMADOR DE PRUEBA PARA TENSIONES MODELO TEO 100/10 NO.88/49600,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0216,TRANSFORMADOR MARCA HAEFELY- SERIE NO. 050894/02- A O 1994- VOLTAJE 196/100000/196- FRECUENCIA 50/60,TRANSFORMADOR MARCA HAEFELY- SERIE NO. 050894/02- A O 1994- VOLTAJE 196/100000/196- FRECUENCIA 50/60 | Modelo: 256068,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0217,TRANSFORMADOR MONOFASICO,TRANSFORMADOR MONOFASICO | Modelo: TRANSFORMADOR MONOFASICO DL30103,EQUIPO DE USO GENERAL,equipment,TRUE,3,3,active,Laboratorio
EQ-0218,TRANSFORMADOR MONOFASICO DE AIRE REFRIGERADO-2093,TRANSFORMADOR MONOFASICO DE AIRE REFRIGERADO-2093 | Modelo: 92298,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0219,TRANSFORMADOR MONOFASICO MARCA WAGNER SERIE NO.75040 451-NO.EM.3661-DE:6300 V./110-240V.,TRANSFORMADOR MONOFASICO MARCA WAGNER SERIE NO.75040 451-NO.EM.3661-DE:6300 V./110-240V. | Modelo: 102159,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0220,TRANSFORMADOR TRIFASICO,TRANSFORMADOR TRIFASICO | Modelo: TRANSFORMADOR TRIFASICO DL30100,EQUIPO DE USO GENERAL,equipment,TRUE,1,1,active,Laboratorio
EQ-0221,EQUIPO ELECTRONICO/COMPUTADOR DE ESCRITORIO/COMPUTADOR CORE 2 DUO 2 93GHZ MOTHERBOARD BIOSTAR 775 MEMORIA DDR2 PC800 2GB DISCO DURO SAMSUNG SATA 320GB 7200RPM DVD WRITER SATA,EQUIPO ELECTRONICO/COMPUTADOR DE ESCRITORIO/COMPUTADOR CORE 2 DUO 2 93GHZ MOTHERBOARD BIOSTAR 775 MEMORIA DDR2 PC800 2GB DISCO DURO SAMSUNG SATA 320GB 7200RPM DVD WRITER SATA | Modelo: GC-1358,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0222,COMPUTADOR PERSONAL PROCESADOR INTEL CORE I3-370M 3GB RAM DISCO DURO DE 500GB,COMPUTADOR PERSONAL PROCESADOR INTEL CORE I3-370M 3GB RAM DISCO DURO DE 500GB | Modelo: PROBOOK,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0223,COMPUTADOR PORTATIL MARCA HP 550 CORE 2 DUO DE 1 4 GHZ DISCO DURO DE 250GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD-WRTIER SERIE CNU83421MB CON MOUSE OPTICO OMEGA DE 2 BOTONES Y MALETIN DE CUERO OMEGA,COMPUTADOR PORTATIL MARCA HP 550 CORE 2 DUO DE 1 4 GHZ DISCO DURO DE 250GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD-WRTIER SERIE CNU83421MB CON MOUSE OPTICO OMEGA DE 2 BOTONES Y MALETIN DE CUERO OMEGA | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0224,"EQUIPO CONTROLADOR MARCA BRAIN CHILD, MODELO BTC-9300, SERIE NO. 113523","EQUIPO CONTROLADOR MARCA BRAIN CHILD, MODELO BTC-9300, SERIE NO. 113523",EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0225,"EQUIPO CONTROLADOR MARCA BRAIN CHILD, MODELO BTC-9300, SERIE NO. 200256","EQUIPO CONTROLADOR MARCA BRAIN CHILD, MODELO BTC-9300, SERIE NO. 200256",EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0226,COMPUTADOR CORE 2 DUO 2 93GHZ MOTHERBOARD BIOSTAR 775 MEMORIA DDR2 PC800 2GB DISCO DURO SAMSUNG SATA 320GB 7200RPM DVD WRITER SATA,COMPUTADOR CORE 2 DUO 2 93GHZ MOTHERBOARD BIOSTAR 775 MEMORIA DDR2 PC800 2GB DISCO DURO SAMSUNG SATA 320GB 7200RPM DVD WRITER SATA | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0227,COMPUTADOR DE ESCRITORIO HP 6300 i7/1TB/8GB,COMPUTADOR DE ESCRITORIO HP 6300 i7/1TB/8GB | Modelo: CPU CORE i7,EQUIPO ELECTRONICO,equipment,TRUE,2,2,active,Laboratorio
EQ-0228,CPU CON PROCESADOR INTEL CORE I3 DE 3 1GHZ 2 GB DE MEMORIA RAM DISCO DURO DE 500GB CON UNIDAD DE DVD WRITER 5,CPU CON PROCESADOR INTEL CORE I3 DE 3 1GHZ 2 GB DE MEMORIA RAM DISCO DURO DE 500GB CON UNIDAD DE DVD WRITER 5 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0229,CPU DESKTOP HP 6200 CON PROCESADOR INTEL CORE I5-2400 DISCO DURO DE 500GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD WRITTER 1,CPU DESKTOP HP 6200 CON PROCESADOR INTEL CORE I5-2400 DISCO DURO DE 500GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD WRITTER 1 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0231,CPU DESKTOP HP 6200 CON PROCESADOR INTEL CORE I5-2400 DISCO DURO DE 500GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD WRITTER 3,CPU DESKTOP HP 6200 CON PROCESADOR INTEL CORE I5-2400 DISCO DURO DE 500GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD WRITTER 3 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0232,CPU DESKTOP HP 6200 CON PROCESADOR INTEL CORE I5-2400 DISCO DURO DE 500GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD WRITTER 4,CPU DESKTOP HP 6200 CON PROCESADOR INTEL CORE I5-2400 DISCO DURO DE 500GB 2 GB DE MEMORIA RAM CON UNIDAD DE DVD WRITTER 4 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0233,CPU HP i7/500GB/8GB/PRO,CPU HP i7/500GB/8GB/PRO | Modelo: CPU CORE i7,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0234,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0001.,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0001.,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0235,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0002.,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0002.,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0236,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0003.,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0003.,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0237,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0004,DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN LOGO 230RCE)SIEMENS-MODELO:DEMO LOGO- SERIE:6ED1052-1MD08-LOG-03-2020-0004,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0238,"DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN S7/1500,CPU 1512C-1PN)SIEMENS- MODELO:DEMO PLC S7-1500-SERIE:6ES7512-1CK01-0AB0-S71500-03-2020-0001.","DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN S7/1500,CPU 1512C-1PN)SIEMENS- MODELO:DEMO PLC S7-1500-SERIE:6ES7512-1CK01-0AB0-S71500-03-2020-0001.",EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0239,"DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN S7/1500,CPU 1512C-1PN)SIEMENS- MODELO:DEMO PLC S7-1500-SERIE:6ES7512-1CK01-0AB0-S71500-03-2020-0002.","DISPOSITIVO ELECTRONICO INTELIGENTE(PAQUETE DE FORMACIÓN S7/1500,CPU 1512C-1PN)SIEMENS- MODELO:DEMO PLC S7-1500-SERIE:6ES7512-1CK01-0AB0-S71500-03-2020-0002.",EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0240,FUENTE DE PODER MARCA NATIONAL INSTRUMENTS SERIE 5878157,FUENTE DE PODER MARCA NATIONAL INSTRUMENTS SERIE 5878157 | Modelo: 781093-01,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0241,FUENTE DE PODER MARCA NATIONAL INSTRUMENTS SERIE 5909515,FUENTE DE PODER MARCA NATIONAL INSTRUMENTS SERIE 5909515 | Modelo: 781093-01,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0242,FUENTE DE PODER MARCA QUAD POWER MODELO XP-581 N SERIE 222505,FUENTE DE PODER MARCA QUAD POWER MODELO XP-581 N SERIE 222505,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0243,FUENTE DE PODER SIN MARCA SIN MODELO CON N DE SERIE 019667,FUENTE DE PODER SIN MARCA SIN MODELO CON N DE SERIE 019667 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0244,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 1,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 1 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0245,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 2,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 2 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0246,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 3,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 3 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0247,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 4,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 4 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0248,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 5,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 5 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0249,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 6,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 6 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0250,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 7,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 7 | Modelo: XP-581,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0251,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 8,FUENTE DIG 2-20V 2A FIJO 5V 3A +-12 8 | Modelo: XP-581,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0252,FUENTE HY-3003 0-30V 3A 1,FUENTE HY-3003 0-30V 3A 1 | Modelo: DC POWER SUPPLY HY3003,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0253,FUENTE HY-3003 0-30V 3A 2,FUENTE HY-3003 0-30V 3A 2 | Modelo: DC POWER SUPPLY HY3003,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0254,FUENTE HY-3003 0-30V 3A 3,FUENTE HY-3003 0-30V 3A 3 | Modelo: DC POWER SUPPLY HY3003,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0255,FUENTE HY-3003 0-30V 3A 4,FUENTE HY-3003 0-30V 3A 4 | Modelo: DC POWER SUPPLY HY3003,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0256,FUENTE HY-3003 0-30V 3A 5,FUENTE HY-3003 0-30V 3A 5 | Modelo: DC POWER SUPPLY HY3003,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0257,FUENTE HY-3003 0-30V 3A 6,FUENTE HY-3003 0-30V 3A 6 | Modelo: DC POWER SUPPLY HY3003,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0258,"FUENTE DE PODER MARCA QUAD POWER, MODELO XP-581, SERIE 277339","FUENTE DE PODER MARCA QUAD POWER, MODELO XP-581, SERIE 277339",EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0259,EQUIPO INTERFACE FD/DA,EQUIPO INTERFACE FD/DA | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0260,INTERFACE DE ADQUISICION DE DATOS Y COMUNICACION,INTERFACE DE ADQUISICION DE DATOS Y COMUNICACION | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,10,10,active,Laboratorio
EQ-0261,MODULO DE CARGA CAPACITIVA NO 28-255,MODULO DE CARGA CAPACITIVA NO 28-255 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,4,4,active,Laboratorio
EQ-0262,MODULO DE CARGA INDUCTIVA NO 28-260,MODULO DE CARGA INDUCTIVA NO 28-260 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0263,MODULO DE CARGA RESISTIVA NO 28-250,MODULO DE CARGA RESISTIVA NO 28-250 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,4,4,active,Laboratorio
EQ-0264,MODULO DE COMUNICACION PROFIBUS MARCA SIEMENS 6SE6400-1PB00-0AA0 SERIE XAT112-001084,MODULO DE COMUNICACION PROFIBUS MARCA SIEMENS 6SE6400-1PB00-0AA0 SERIE XAT112-001084,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0269,MODULO INTERRUPTOR DE DOBLE POLO Y DOBLE TIRADA NO 28-306,MODULO INTERRUPTOR DE DOBLE POLO Y DOBLE TIRADA NO 28-306 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0270,MODULO MEDIDOR CA NO 28-281,MODULO MEDIDOR CA NO 28-281 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0271,MODULO MEDIDOR CA NO 28-287,MODULO MEDIDOR CA NO 28-287 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0272,MODULO MEDIDOR CD NO 28-280,MODULO MEDIDOR CD NO 28-280 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0273,MODULO MEDIDOR DE CORRIENTE MONOFASICA NO 28-282,MODULO MEDIDOR DE CORRIENTE MONOFASICA NO 28-282 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0274,MODULO MEDIDOR TRIFASICO NO 28-286,MODULO MEDIDOR TRIFASICO NO 28-286 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0275,MODULO SINCRONIZADOR NO 28-310,MODULO SINCRONIZADOR NO 28-310 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0276,MODULO TRANSFORMADOR 28-275,MODULO TRANSFORMADOR 28-275 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0277,MODULO TRANSFORMADOR NO 28-275,MODULO TRANSFORMADOR NO 28-275 | Modelo: 28-276,EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0278,MODULO TRANSFORMADOR NO 28-276,MODULO TRANSFORMADOR NO 28-276 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,4,4,active,Laboratorio
EQ-0279,MODULO V-35 SERIE NO 8205160003CBAY,MODULO V-35 SERIE NO 8205160003CBAY | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0280,MONITOR DE 18 5PULGADAS MARCA LG SERIE 908NDFVJ2667,MONITOR DE 18 5PULGADAS MARCA LG SERIE 908NDFVJ2667 | Modelo: W1943CV,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0281,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDAY9R432,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDAY9R432 | Modelo: W1943CV,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0282,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDEZ9R404,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDEZ9R404 | Modelo: W1943SV,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0283,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDNU9R431,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDNU9R431 | Modelo: W1943SV,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0284,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDYG3B738,MONITOR DE 18 5PULGADAS MARCA LG SERIE 910NDYG3B738 | Modelo: W1943SV,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0285,MONITOR DE 19PULGADAS MARCA HP MODELO LE1901W 1,MONITOR DE 19PULGADAS MARCA HP MODELO LE1901W 1,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0286,MONITOR DE 19PULGADAS MARCA HP MODELO LE1901W 2,MONITOR DE 19PULGADAS MARCA HP MODELO LE1901W 2,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0287,MONITOR DE 19PULGADAS MARCA HP MODELO LE1901W 3,MONITOR DE 19PULGADAS MARCA HP MODELO LE1901W 3,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0289,"MONITOR HP 18.5"" LED LV1911","MONITOR HP 18.5"" LED LV1911 | Modelo: MONITOR 18.5"" LED",EQUIPO ELECTRONICO,equipment,TRUE,3,3,active,Laboratorio
EQ-0290,MONITOR LCD DE 18 5PULGADAS 1,MONITOR LCD DE 18 5PULGADAS 1 | Modelo: S1933,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0291,SWITCH MARCA HP MODELO PROCURVE 4000M CON 64 PUERTOS FASTETHERNET Y DOS PUERTOS GIGABITETHERNET SERIE NO SG30702537,SWITCH MARCA HP MODELO PROCURVE 4000M CON 64 PUERTOS FASTETHERNET Y DOS PUERTOS GIGABITETHERNET SERIE NO SG30702537,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0292,TARJETA MARCA ALTERA DES SERIE S0297WF080300030010,TARJETA MARCA ALTERA DES SERIE S0297WF080300030010 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0293,TARJETA MARCA ALTERA DES SERIE S0297WF080300030054,TARJETA MARCA ALTERA DES SERIE S0297WF080300030054 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0294,TARJETA MARCA ALTERA DES SERIE S0297WF080300030057,TARJETA MARCA ALTERA DES SERIE S0297WF080300030057 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0295,TARJETA MARCA ALTERA DES SERIE S0297WF080300030087,TARJETA MARCA ALTERA DES SERIE S0297WF080300030087 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0296,TARJETA MARCA ALTERA DES SERIE S0297WF080300030202,TARJETA MARCA ALTERA DES SERIE S0297WF080300030202 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0297,TARJETA MARCA ALTERA DES SERIE S0297WF080300030358,TARJETA MARCA ALTERA DES SERIE S0297WF080300030358 | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0300,TARJETA SITE PLAYER SERIE LF1S022-0035 CON ADAPTADOR MOD 351201002COA,TARJETA SITE PLAYER SERIE LF1S022-0035 CON ADAPTADOR MOD 351201002COA | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0301,TARJETA SITE PLAYER SERIE LF1S022-0037 CON ADAPTADOR MOD 351201002COA,TARJETA SITE PLAYER SERIE LF1S022-0037 CON ADAPTADOR MOD 351201002COA | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0305,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDB77,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDB77,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0306,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDB7B,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDB7B,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0307,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDB92,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDB92,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0308,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDBA1,NI USB-6212 BUS-POWERED M SERIES MULTIFUNCION DAQ DEVIDE NIDA QMX DRIVER SOFTWARE AND LABVIEW SIGNAL EXPRESS LE FOR WINDOWS SERIE 14FDBA1,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0309,TELEFONO CISCO IP PHONE 7911 SERIE FCH1406A756 CON TRANSFORMADOR SAFETY SERIE DTH1348Y9ZG,TELEFONO CISCO IP PHONE 7911 SERIE FCH1406A756 CON TRANSFORMADOR SAFETY SERIE DTH1348Y9ZG | Modelo: CT-7911GV08,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0310,TELEFONO CP-7911-G CISCO IP PHONE SPARE SERIE NO FCH13399PSU CON ADAPTADOR CP-PWR PHONE POWER,TELEFONO CP-7911-G CISCO IP PHONE SPARE SERIE NO FCH13399PSU CON ADAPTADOR CP-PWR PHONE POWER | Modelo: IP PHONE 7911,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0311,USB-6009 MARCA NATIONAL INSTRUMENTS SERIE 1507CF7 AND LABVIEW STUDENT EDITION FOR WINDOWS,USB-6009 MARCA NATIONAL INSTRUMENTS SERIE 1507CF7 AND LABVIEW STUDENT EDITION FOR WINDOWS | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0312,USB-6009 MARCA NATIONAL INSTRUMENTS SERIE 1507E92 AND LABVIEW STUDENT EDITION FOR WINDOWS,USB-6009 MARCA NATIONAL INSTRUMENTS SERIE 1507E92 AND LABVIEW STUDENT EDITION FOR WINDOWS | Modelo: S/M,EQUIPO ELECTRONICO,equipment,TRUE,1,1,active,Laboratorio
EQ-0313,"ANALIZADOR VECTORIAL DE REDES 400MHZ TO 6GHZ 2/3 MARCA MEGIQ, MODELO VNA0460E, SERIE NO. 00002641. INCLUYE KIT DE CALIBRACION","ANALIZADOR VECTORIAL DE REDES 400MHZ TO 6GHZ 2/3 MARCA MEGIQ, MODELO VNA0460E, SERIE NO. 00002641. INCLUYE KIT DE CALIBRACION",EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
EQ-0314,"ANALIZADOR DE BATERIA MARCA FLUKE, MODELO BT521, SERIE 40930127WS","ANALIZADOR DE BATERIA MARCA FLUKE, MODELO BT521, SERIE 40930127WS",EQUIPOS DE LABORATORIO CIENCIA OBSERVACION Y COMPROBACION,equipment,TRUE,1,1,active,Laboratorio
